,Tile Id,Date,Serving Cell Average RSRP (All),Serving Cell Average RSRQ (All),Total MR Count,Longitude,Latitude,geometry
239641,'5764608310153806987',12/6/2020,-127.5,-20.0,4,115.272332,-8.656717,POINT (115.272332 -8.656717)
239649,'5764608310153807087',12/6/2020,-123.6,-19.4,5,115.273705,-8.653323,POINT (115.273705 -8.653323)
239662,'5764608310153807122',12/6/2020,-122.2,-20.0,5,115.268898,-8.650267999999999,POINT (115.268898 -8.650267999999999)
239670,'5764608310153807132',12/6/2020,-130.5,-20.0,10,115.26924199999999,-8.649589,POINT (115.269242 -8.649589000000001)
239673,'5764608310153807151',12/6/2020,-120.33,-19.61,9,115.27095800000001,-8.650607,POINT (115.270958 -8.650607000000001)
239677,'5764608310153807168',12/6/2020,-121.62,-16.17,380,115.268555,-8.64891,POINT (115.268555 -8.648910000000001)
239678,'5764608310153807169',12/6/2020,-122.22,-19.47,123,115.268555,-8.648571,POINT (115.268555 -8.648571)
239679,'5764608310153807171',12/6/2020,-126.0,-19.18,14,115.268898,-8.648571,POINT (115.268898 -8.648571)
239684,'5764608310153807176',12/6/2020,-125.84,-19.69,58,115.26924199999999,-8.64891,POINT (115.269242 -8.648910000000001)
239713,'5764608310153807222',12/6/2020,-124.94,-17.93,35,115.27027199999999,-8.646874,POINT (115.270272 -8.646874)
239725,'5764608310153807297',12/6/2020,-121.33,-19.57,15,115.271302,-8.648571,POINT (115.271302 -8.648571)
239732,'5764608310153807317',12/6/2020,-120.8,-19.4,5,115.271302,-8.646533999999999,POINT (115.271302 -8.646533999999999)
239758,'5764608310153807454',12/6/2020,-120.69,-19.96,13,115.27507800000001,-8.652305,POINT (115.275078 -8.652305)
239761,'5764608310153807463',12/6/2020,-123.0,-20.0,3,115.27576499999999,-8.653323,POINT (115.275765 -8.653323)
239794,'5764608310153807626',12/6/2020,-124.0,-20.0,3,115.27507800000001,-8.651626,POINT (115.275078 -8.651626)
239800,'5764608310153807638',12/6/2020,-122.0,-20.0,4,115.27439199999999,-8.649589,POINT (115.274392 -8.649589000000001)
239903,'5764608310153807853',12/6/2020,-127.56,-19.89,9,115.27885500000001,-8.647892,POINT (115.278855 -8.647892000000001)
239911,'5764608310153807956',12/6/2020,-120.67,-17.5,3,115.279541,-8.663166,POINT (115.279541 -8.663166)
239914,'5764608310153808129',12/6/2020,-122.78,-15.13,23,115.279541,-8.662147000000001,POINT (115.279541 -8.662147000000001)
239918,'5764608310153808182',12/6/2020,-120.75,-20.0,4,115.28125800000001,-8.66045,POINT (115.281258 -8.660450000000001)
239921,'5764608310153808238',12/6/2020,-127.43,-17.86,7,115.281945,-8.659092999999999,POINT (115.281945 -8.659092999999999)
239940,'5764608310153808940',12/6/2020,-121.11,-16.02,218,115.281601,-8.656378,POINT (115.281601 -8.656378)
239953,'5764608310153809019',12/6/2020,-121.31,-18.78,51,115.281945,-8.652644,POINT (115.281945 -8.652644)
239956,'5764608310153809036',12/6/2020,-120.73,-16.0,45,115.282975,-8.656378,POINT (115.282975 -8.656378)
239961,'5764608310153809055',12/6/2020,-124.4,-20.0,10,115.283318,-8.65468,POINT (115.283318 -8.654680000000001)
239963,'5764608310153809086',12/6/2020,-120.01,-19.31,335,115.284691,-8.65502,POINT (115.284691 -8.65502)
239965,'5764608310153809091',12/6/2020,-120.33,-17.46,12,115.28263100000001,-8.654002,POINT (115.282631 -8.654002)
239968,'5764608310153809102',12/6/2020,-125.0,-16.0,1,115.283318,-8.653661999999999,POINT (115.283318 -8.653661999999999)
239969,'5764608310153809104',12/6/2020,-120.5,-19.42,30,115.282288,-8.652983,POINT (115.282288 -8.652983000000001)
239970,'5764608310153809112',12/6/2020,-120.26,-19.99,78,115.282975,-8.652983,POINT (115.282975 -8.652983000000001)
239972,'5764608310153809118',12/6/2020,-123.82,-19.22,264,115.283318,-8.652305,POINT (115.283318 -8.652305)
239973,'5764608310153809151',12/6/2020,-126.0,-20.0,1,115.284691,-8.651964999999999,POINT (115.284691 -8.651964999999999)
239996,'5764608310153809257',12/6/2020,-125.58,-18.08,12,115.281601,-8.648571,POINT (115.281601 -8.648571)
240009,'5764608310153809332',12/6/2020,-120.91,-19.59,11,115.28366100000001,-8.649589,POINT (115.283661 -8.649589000000001)
240010,'5764608310153809335',12/6/2020,-120.14,-18.3,109,115.28400500000001,-8.64925,POINT (115.284005 -8.64925)
240013,'5764608310153809358',12/6/2020,-123.5,-20.0,2,115.283318,-8.648232,POINT (115.283318 -8.648232)
240022,'5764608310153809734',12/6/2020,-126.0,-19.97,18,115.28537800000001,-8.648232,POINT (115.285378 -8.648232)
240028,'5764608310153809925',12/6/2020,-127.6,-17.2,5,115.268555,-8.645177,POINT (115.268555 -8.645177)
240040,'5764608310153809946',12/6/2020,-124.5,-20.0,2,115.269585,-8.644836999999999,POINT (115.269585 -8.644836999999999)
240051,'5764608310153809968',12/6/2020,-123.25,-20.0,8,115.26992800000001,-8.644836999999999,POINT (115.269928 -8.644836999999999)
240054,'5764608310153809981',12/6/2020,-121.25,-17.2,28,115.27061499999999,-8.643819,POINT (115.270615 -8.643819000000001)
240055,'5764608310153809984',12/6/2020,-121.75,-18.62,8,115.268555,-8.64348,POINT (115.268555 -8.64348)
240073,'5764608310153810198',12/6/2020,-122.67,-19.83,3,115.268898,-8.638728,POINT (115.268898 -8.638728)
240154,'5764608310153811394',12/6/2020,-122.43,-19.28,7,115.27164499999999,-8.627187,POINT (115.271645 -8.627186999999999)
240168,'5764608310153811791',12/6/2020,-122.25,-19.31,8,115.27507800000001,-8.626169,POINT (115.275078 -8.626169000000001)
240170,'5764608310153811821',12/6/2020,-122.0,-20.0,5,115.27610800000001,-8.626169,POINT (115.276108 -8.626169000000001)
240181,'5764608310153812123',12/6/2020,-120.71,-19.71,7,115.283318,-8.644498,POINT (115.283318 -8.644498)
240191,'5764608310153812244',12/6/2020,-120.02,-16.03,125,115.279541,-8.638728,POINT (115.279541 -8.638728)
240201,'5764608310153812511',12/6/2020,-121.8,-19.8,5,115.286064,-8.643819,POINT (115.286064 -8.643819000000001)
240209,'5764608310153813129',12/6/2020,-121.0,-20.0,2,115.282975,-8.634994,POINT (115.282975 -8.634994000000001)
240218,'5764608310153813420',12/6/2020,-120.44,-20.0,9,115.284348,-8.629224,POINT (115.284348 -8.629224000000001)
240221,'5764608310153813612',12/6/2020,-122.33,-18.5,3,115.287094,-8.631939,POINT (115.287094 -8.631938999999999)
240223,'5764608310153813699',12/6/2020,-121.0,-18.79,22,115.288124,-8.632278,POINT (115.288124 -8.632277999999999)
240224,'5764608310153813700',12/6/2020,-120.13,-17.78,348,115.28778100000001,-8.631939,POINT (115.287781 -8.631938999999999)
240226,'5764608310153814822',12/6/2020,-122.0,-20.0,2,115.29773700000001,-8.661808,POINT (115.297737 -8.661808000000001)
240228,'5764608310153815247',12/6/2020,-129.33,-20.0,3,115.294304,-8.653323,POINT (115.294304 -8.653323)
240229,'5764608310153815380',12/6/2020,-125.0,-19.2,5,115.29052800000001,-8.646874,POINT (115.290528 -8.646874)
240237,'5764608310153819559',12/6/2020,-124.93,-18.43,14,115.294991,-8.628884,POINT (115.294991 -8.628883999999999)
240242,'5764608310153820726',12/6/2020,-121.71,-20.0,58,115.308724,-8.644158000000001,POINT (115.308724 -8.644158000000001)
240244,'5764608310153820786',12/6/2020,-121.0,-20.0,15,115.308724,-8.642122,POINT (115.308724 -8.642122000000001)
240245,'5764608310153821931',12/6/2020,-121.0,-20.0,4,115.31215700000001,-8.632278,POINT (115.312157 -8.632277999999999)
240247,'5764608310153821988',12/6/2020,-125.0,-19.5,3,115.30838,-8.629224,POINT (115.30838 -8.629224000000001)
240248,'5764608310153822049',12/6/2020,-128.2,-20.0,5,115.30838,-8.626847999999999,POINT (115.30838 -8.626847999999999)
240253,'5764608310153822259',12/6/2020,-122.25,-20.0,12,115.27027199999999,-8.622774,POINT (115.270272 -8.622774)
240308,'5764608310153823391',12/6/2020,-127.17,-17.8,23,115.272332,-8.611233,POINT (115.272332 -8.611233)
240321,'5764608310153824128',12/6/2020,-123.12,-18.88,8,115.27679499999999,-8.608178,POINT (115.276795 -8.608178000000001)
240325,'5764608310153825656',12/6/2020,-120.05,-18.98,21,115.281601,-8.604104,POINT (115.281601 -8.604104)
240326,'5764608310153826660',12/6/2020,-123.25,-18.06,8,115.26992800000001,-8.593921,POINT (115.269928 -8.593921)
240327,'5764608310153826884',12/6/2020,-122.54,-17.9,24,115.274048,-8.599352,POINT (115.274048 -8.599352)
240330,'5764608310153827201',12/6/2020,-121.0,-20.0,2,115.27679499999999,-8.596976,POINT (115.276795 -8.596976)
240336,'5764608310153827635',12/6/2020,-122.0,-20.0,5,115.27027199999999,-8.584755,POINT (115.270272 -8.584754999999999)
240343,'5764608310153827793',12/6/2020,-120.14,-19.07,7,115.271302,-8.582039,POINT (115.271302 -8.582039)
240348,'5764608310153827898',12/6/2020,-122.0,-20.0,3,115.276451,-8.590525999999999,POINT (115.276451 -8.590525999999999)
240349,'5764608310153827945',12/6/2020,-121.91,-20.0,11,115.27610800000001,-8.588828999999999,POINT (115.276108 -8.588828999999999)
240352,'5764608310153828158',12/6/2020,-123.33,-18.83,3,115.276451,-8.584415,POINT (115.276451 -8.584415)
240355,'5764608310153828261',12/6/2020,-120.1,-18.78,39,115.278168,-8.585434,POINT (115.278168 -8.585433999999999)
240357,'5764608310153828760',12/6/2020,-122.0,-20.0,2,115.282975,-8.595957,POINT (115.282975 -8.595957)
240358,'5764608310153828763',12/6/2020,-120.42,-20.0,26,115.283318,-8.595618,POINT (115.283318 -8.595618)
240360,'5764608310153828789',12/6/2020,-121.25,-20.0,4,115.28366100000001,-8.594939,POINT (115.283661 -8.594939)
240362,'5764608310153828862',12/6/2020,-121.45,-20.0,11,115.284691,-8.592563,POINT (115.284691 -8.592563)
240364,'5764608310153829168',12/6/2020,-123.0,-20.0,4,115.28640800000001,-8.595957,POINT (115.286408 -8.595957)
240365,'5764608310153829186',12/6/2020,-122.0,-20.0,3,115.28537800000001,-8.594599,POINT (115.285378 -8.594599000000001)
240366,'5764608310153829193',12/6/2020,-122.0,-20.0,4,115.285721,-8.59426,POINT (115.285721 -8.59426)
240367,'5764608310153829202',12/6/2020,-120.63,-20.0,19,115.28537800000001,-8.593242,POINT (115.285378 -8.593242)
240368,'5764608310153829207',12/6/2020,-123.0,-20.0,3,115.28537800000001,-8.592222999999999,POINT (115.285378 -8.592222999999999)
240369,'5764608310153829227',12/6/2020,-121.05,-20.0,39,115.287438,-8.59426,POINT (115.287438 -8.59426)
240371,'5764608310153829303',12/6/2020,-121.75,-19.95,80,115.289498,-8.594939,POINT (115.289498 -8.594939)
240372,'5764608310153829322',12/6/2020,-126.67,-20.0,3,115.28881100000001,-8.594599,POINT (115.288811 -8.594599000000001)
240374,'5764608310153829382',12/6/2020,-127.85,-19.42,61,115.27988500000001,-8.591205,POINT (115.279885 -8.591205)
240379,'5764608310153829582',12/6/2020,-123.42,-20.0,12,115.283318,-8.588489,POINT (115.283318 -8.588488999999999)
240382,'5764608310153829891',12/6/2020,-123.6,-20.0,5,115.28537800000001,-8.591544,POINT (115.285378 -8.591544000000001)
240383,'5764608310153829922',12/6/2020,-128.0,-20.0,2,115.286751,-8.591884,POINT (115.286751 -8.591884)
240387,'5764608310153831774',12/6/2020,-122.73,-19.36,22,115.29155800000001,-8.603425999999999,POINT (115.291558 -8.603425999999999)
240388,'5764608310153832002',12/6/2020,-122.07,-17.45,29,115.29636399999998,-8.610894,POINT (115.296364 -8.610894)
240391,'5764608310153832308',12/6/2020,-128.73,-19.91,11,115.297394,-8.603425999999999,POINT (115.297394 -8.603425999999999)
240396,'5764608310153833015',12/6/2020,-121.0,-20.0,4,115.308724,-8.622095,POINT (115.308724 -8.622095)
240397,'5764608310153833143',12/6/2020,-131.0,-20.0,3,115.31147,-8.622095,POINT (115.31147 -8.622095)
240398,'5764608310153833202',12/6/2020,-121.0,-20.0,2,115.31147,-8.620398,POINT (115.31147 -8.620398)
240399,'5764608310153833502',12/6/2020,-121.0,-19.92,6,115.302544,-8.611572,POINT (115.302544 -8.611572000000001)
240404,'5764608310153834375',12/6/2020,-121.5,-20.0,12,115.310097,-8.60716,POINT (115.310097 -8.60716)
240406,'5764608310153834545',12/6/2020,-128.09,-20.0,11,115.291901,-8.601049,POINT (115.291901 -8.601049)
240418,'5764608310153835999',12/6/2020,-121.0,-18.88,4,115.294304,-8.58136,POINT (115.294304 -8.58136)
240419,'5764608310153836041',12/6/2020,-128.0,-20.0,3,115.29670700000001,-8.591544,POINT (115.296707 -8.591544000000001)
240425,'5764608310153837385',12/6/2020,-127.5,-20.0,4,115.307694,-8.59426,POINT (115.307694 -8.59426)
240426,'5764608310153837491',12/6/2020,-124.0,-20.0,2,115.31147,-8.595618,POINT (115.31147 -8.595618)
240430,'5764608310153838622',12/6/2020,-127.0,-19.07,7,115.137749,-8.578984,POINT (115.137749 -8.578984)
240432,'5764608310153838642',12/6/2020,-120.44,-20.0,9,115.13843600000001,-8.579663,POINT (115.138436 -8.579663)
240445,'5764608310153838826',12/6/2020,-126.09,-19.47,32,115.141869,-8.578305,POINT (115.141869 -8.578305)
240446,'5764608310153838828',12/6/2020,-123.0,-20.0,2,115.141526,-8.577625999999999,POINT (115.141526 -8.577625999999999)
240448,'5764608310153838838',12/6/2020,-121.0,-20.0,3,115.141182,-8.576267999999999,POINT (115.141182 -8.576267999999999)
240449,'5764608310153838847',12/6/2020,-121.21,-19.97,656,115.141869,-8.575928,POINT (115.141869 -8.575927999999999)
240450,'5764608310153838894',12/6/2020,-121.04,-19.08,52,115.139122,-8.574910000000001,POINT (115.139122 -8.574910000000001)
240451,'5764608310153838952',12/6/2020,-122.43,-19.5,7,115.138779,-8.572873,POINT (115.138779 -8.572873)
240453,'5764608310153839015',12/6/2020,-120.6,-19.2,15,115.141182,-8.57457,POINT (115.141182 -8.57457)
240454,'5764608310153839019',12/6/2020,-121.32,-19.97,150,115.141869,-8.575249000000001,POINT (115.141869 -8.575249000000001)
240455,'5764608310153839041',12/6/2020,-123.25,-20.0,32,115.13946599999998,-8.572533,POINT (115.139466 -8.572533)
240460,'5764608310153839124',12/6/2020,-122.75,-19.81,8,115.14221200000001,-8.578984,POINT (115.142212 -8.578984)
240472,'5764608310153839172',12/6/2020,-124.06,-17.94,17,115.14221200000001,-8.577625999999999,POINT (115.142212 -8.577625999999999)
240473,'5764608310153839175',12/6/2020,-121.22,-18.43,14,115.142556,-8.577286,POINT (115.142556 -8.577286000000001)
240474,'5764608310153839184',12/6/2020,-124.0,-20.0,3,115.14221200000001,-8.576947,POINT (115.142212 -8.576947000000001)
240477,'5764608310153839197',12/6/2020,-123.1,-19.45,10,115.142899,-8.575928,POINT (115.142899 -8.575927999999999)
240492,'5764608310153839255',12/6/2020,-130.0,-20.0,1,115.145302,-8.578644,POINT (115.145302 -8.578644000000001)
240505,'5764608310153839277',12/6/2020,-122.5,-18.88,4,115.147019,-8.580002,POINT (115.147019 -8.580002)
240506,'5764608310153839278',12/6/2020,-121.86,-20.0,14,115.14736200000002,-8.580342,POINT (115.147362 -8.580342)
240520,'5764608310153839324',12/6/2020,-121.84,-15.58,249,115.145645,-8.576267999999999,POINT (115.145645 -8.576267999999999)
240526,'5764608310153839339',12/6/2020,-124.66,-17.25,125,115.14736200000002,-8.577964999999999,POINT (115.147362 -8.577964999999999)
240529,'5764608310153839345',12/6/2020,-123.98,-19.35,123,115.146332,-8.576607000000001,POINT (115.146332 -8.576607000000001)
240530,'5764608310153839351',12/6/2020,-124.0,-20.0,6,115.146675,-8.575928,POINT (115.146675 -8.575927999999999)
240532,'5764608310153839356',12/6/2020,-120.07,-19.98,27,115.147019,-8.576267999999999,POINT (115.147019 -8.576267999999999)
240535,'5764608310153839406',12/6/2020,-123.83,-20.0,6,115.14461599999998,-8.574910000000001,POINT (115.144616 -8.574910000000001)
240549,'5764608310153839595',12/6/2020,-124.0,-19.59,23,115.14736200000002,-8.572533,POINT (115.147362 -8.572533)
240552,'5764608310153839688',12/6/2020,-123.0,-20.0,2,115.137406,-8.567441,POINT (115.137406 -8.567441000000001)
240564,'5764608310153840541',12/6/2020,-122.08,-20.0,50,115.145645,-8.562349000000001,POINT (115.145645 -8.562349000000001)
240570,'5764608310153840627',12/6/2020,-120.51,-15.9,35,115.146675,-8.560312,POINT (115.146675 -8.560312)
240632,'5764608310153840744',12/6/2020,-121.93,-19.77,15,115.14976499999999,-8.578305,POINT (115.149765 -8.578305)
240649,'5764608310153840765',12/6/2020,-122.33,-20.0,3,115.14976499999999,-8.575928,POINT (115.149765 -8.575927999999999)
240674,'5764608310153840861',12/6/2020,-125.64,-20.0,11,115.15113899999999,-8.575928,POINT (115.151139 -8.575927999999999)
240678,'5764608310153840881',12/6/2020,-120.75,-18.23,24,115.151825,-8.576607000000001,POINT (115.151825 -8.576607000000001)
240679,'5764608310153840882',12/6/2020,-126.5,-20.0,2,115.152169,-8.576947,POINT (115.152169 -8.576947000000001)
240687,'5764608310153840908',12/6/2020,-121.84,-15.66,364,115.14839199999999,-8.574910000000001,POINT (115.148392 -8.574910000000001)
240689,'5764608310153840911',12/6/2020,-122.64,-20.0,11,115.14873500000002,-8.57457,POINT (115.148735 -8.57457)
240700,'5764608310153840933',12/6/2020,-122.25,-20.0,4,115.149079,-8.57457,POINT (115.149079 -8.57457)
240719,'5764608310153840980',12/6/2020,-129.0,-20.0,3,115.147705,-8.570836,POINT (115.147705 -8.570836)
240728,'5764608310153841008',12/6/2020,-124.0,-20.0,2,115.149079,-8.571515,POINT (115.149079 -8.571515)
240746,'5764608310153841049',12/6/2020,-122.0,-20.0,7,115.15113899999999,-8.573891,POINT (115.151139 -8.573891)
240802,'5764608310153841150',12/6/2020,-121.15,-11.7,65,115.152855,-8.570836,POINT (115.152855 -8.570836)
240803,'5764608310153841151',12/6/2020,-120.6,-11.39,132,115.152855,-8.570497,POINT (115.152855 -8.570497)
240805,'5764608310153841161',12/6/2020,-120.67,-17.12,565,115.153885,-8.580681,POINT (115.153885 -8.580681)
240810,'5764608310153841194',12/6/2020,-121.28,-18.65,75,115.155602,-8.581021,POINT (115.155602 -8.581021)
240813,'5764608310153841203',12/6/2020,-121.63,-19.72,97,115.15491499999999,-8.579323,POINT (115.154915 -8.579323)
240817,'5764608310153841235',12/6/2020,-121.0,-18.5,1,115.15354199999999,-8.576607000000001,POINT (115.153542 -8.576607000000001)
240877,'5764608310153841365',12/6/2020,-121.2,-20.0,5,115.15594499999999,-8.575928,POINT (115.155945 -8.575927999999999)
240878,'5764608310153841368',12/6/2020,-121.33,-19.75,6,115.156632,-8.576947,POINT (115.156632 -8.576947000000001)
240893,'5764608310153841397',12/6/2020,-120.4,-20.0,5,115.15731799999999,-8.575928,POINT (115.157318 -8.575927999999999)
240896,'5764608310153841406',12/6/2020,-124.01,-17.35,91,115.158348,-8.576267999999999,POINT (115.158348 -8.576267999999999)
240958,'5764608310153841535',12/6/2020,-126.67,-19.72,9,115.155602,-8.570497,POINT (115.155602 -8.570497)
240986,'5764608310153841648',12/6/2020,-120.08,-20.0,13,115.15731799999999,-8.571515,POINT (115.157318 -8.571515)
240993,'5764608310153841657',12/6/2020,-123.17,-19.71,12,115.158005,-8.571176,POINT (115.158005 -8.571175999999999)
241011,'5764608310153841832',12/6/2020,-120.72,-17.01,81,115.15251200000002,-8.570157,POINT (115.152512 -8.570157)
241012,'5764608310153841833',12/6/2020,-122.0,-17.18,19,115.15251200000002,-8.569818,POINT (115.152512 -8.569818)
241013,'5764608310153841835',12/6/2020,-125.11,-18.12,74,115.152855,-8.569818,POINT (115.152855 -8.569818)
241018,'5764608310153841849',12/6/2020,-124.2,-20.0,5,115.15251200000002,-8.56846,POINT (115.152512 -8.56846)
241021,'5764608310153841866',12/6/2020,-121.05,-18.31,21,115.151482,-8.567441,POINT (115.151482 -8.567441000000001)
241023,'5764608310153841892',12/6/2020,-124.33,-20.0,6,115.151825,-8.566761999999999,POINT (115.151825 -8.566761999999999)
241032,'5764608310153841994',12/6/2020,-124.08,-19.42,12,115.14873500000002,-8.562009,POINT (115.148735 -8.562009)
241033,'5764608310153842052',12/6/2020,-121.25,-20.0,4,115.150452,-8.564046000000001,POINT (115.150452 -8.564046000000001)
241045,'5764608310153842142',12/6/2020,-121.25,-20.0,4,115.151482,-8.559972,POINT (115.151482 -8.559972)
241062,'5764608310153842219',12/6/2020,-130.0,-20.0,3,115.155602,-8.569818,POINT (115.155602 -8.569818)
241063,'5764608310153842221',12/6/2020,-129.2,-20.0,5,115.15525900000002,-8.569139,POINT (115.155259 -8.569139)
241068,'5764608310153842236',12/6/2020,-120.11,-19.78,9,115.15525900000002,-8.56812,POINT (115.155259 -8.56812)
241069,'5764608310153842237',12/6/2020,-123.67,-20.0,9,115.15525900000002,-8.567781,POINT (115.155259 -8.567781)
241072,'5764608310153842251',12/6/2020,-120.88,-19.38,8,115.154229,-8.567102,POINT (115.154229 -8.567102)
241080,'5764608310153842284',12/6/2020,-128.6,-20.0,5,115.15525900000002,-8.566761999999999,POINT (115.155259 -8.566761999999999)
241082,'5764608310153842287',12/6/2020,-121.6,-19.2,5,115.155602,-8.566423,POINT (115.155602 -8.566423)
241083,'5764608310153842288',12/6/2020,-124.87,-20.0,23,115.154572,-8.566083,POINT (115.154572 -8.566083000000001)
241087,'5764608310153842300',12/6/2020,-122.62,-19.89,13,115.15525900000002,-8.565404,POINT (115.155259 -8.565403999999999)
241111,'5764608310153842352',12/6/2020,-130.0,-20.0,1,115.15731799999999,-8.568799,POINT (115.157318 -8.568799)
241114,'5764608310153842359',12/6/2020,-125.28,-20.0,25,115.15766200000002,-8.567781,POINT (115.157662 -8.567781)
241121,'5764608310153842374',12/6/2020,-122.75,-19.21,28,115.15628799999999,-8.566761999999999,POINT (115.156288 -8.566761999999999)
241124,'5764608310153842383',12/6/2020,-122.25,-20.0,12,115.156975,-8.566423,POINT (115.156975 -8.566423)
241128,'5764608310153842401',12/6/2020,-127.19,-20.0,27,115.15731799999999,-8.567102,POINT (115.157318 -8.567102)
241134,'5764608310153842418',12/6/2020,-121.0,-20.0,2,115.15766200000002,-8.566083,POINT (115.157662 -8.566083000000001)
241135,'5764608310153842426',12/6/2020,-121.75,-19.25,24,115.158348,-8.566083,POINT (115.158348 -8.566083000000001)
241138,'5764608310153842456',12/6/2020,-125.0,-20.0,3,115.153885,-8.563367,POINT (115.153885 -8.563367)
241161,'5764608310153842613',12/6/2020,-122.21,-17.62,303,115.15731799999999,-8.562349000000001,POINT (115.157318 -8.562349000000001)
241165,'5764608310153842619',12/6/2020,-120.11,-20.0,9,115.158348,-8.563028,POINT (115.158348 -8.563027999999999)
241193,'5764608310153843124',12/6/2020,-123.5,-20.0,8,115.14083899999999,-8.551824,POINT (115.140839 -8.551824)
241200,'5764608310153843379',12/6/2020,-125.0,-20.0,13,115.146675,-8.557596,POINT (115.146675 -8.557596)
241204,'5764608310153843397',12/6/2020,-122.91,-20.0,80,115.14495900000001,-8.555558999999999,POINT (115.144959 -8.555558999999999)
241242,'5764608310153843935',12/6/2020,-123.54,-20.0,13,115.140496,-8.543336,POINT (115.140496 -8.543336)
241243,'5764608310153843997',12/6/2020,-128.5,-19.5,4,115.137406,-8.54062,POINT (115.137406 -8.540620000000001)
241244,'5764608310153844139',12/6/2020,-128.25,-20.0,4,115.141869,-8.542657,POINT (115.141869 -8.542657)
241245,'5764608310153844298',12/6/2020,-121.62,-20.0,26,115.14324199999999,-8.545713000000001,POINT (115.143242 -8.545713000000001)
241253,'5764608310153844393',12/6/2020,-123.25,-19.94,8,115.147019,-8.54809,POINT (115.147019 -8.54809)
241256,'5764608310153844398',12/6/2020,-122.0,-20.0,5,115.14736200000002,-8.54775,POINT (115.147362 -8.547750000000001)
241260,'5764608310153844484',12/6/2020,-129.25,-20.0,4,115.14221200000001,-8.542318,POINT (115.142212 -8.542318)
241280,'5764608310153844858',12/6/2020,-120.51,-19.91,459,115.15010900000001,-8.555219000000001,POINT (115.150109 -8.555219000000001)
241292,'5764608310153844928',12/6/2020,-120.02,-20.0,46,115.150452,-8.556577,POINT (115.150452 -8.556577000000001)
241295,'5764608310153844939',12/6/2020,-123.33,-19.92,6,115.151482,-8.556238,POINT (115.151482 -8.556238)
241296,'5764608310153844943',12/6/2020,-125.5,-20.0,2,115.151482,-8.555558999999999,POINT (115.151482 -8.555558999999999)
241340,'5764608310153845039',12/6/2020,-120.93,-19.07,15,115.15010900000001,-8.552843,POINT (115.150109 -8.552842999999999)
241344,'5764608310153845048',12/6/2020,-120.25,-20.0,36,115.14976499999999,-8.552503,POINT (115.149765 -8.552503)
241361,'5764608310153845083',12/6/2020,-121.2,-19.73,39,115.14873500000002,-8.549448,POINT (115.148735 -8.549448)
241364,'5764608310153845086',12/6/2020,-121.53,-18.81,124,115.14873500000002,-8.549108,POINT (115.148735 -8.549108)
241373,'5764608310153845117',12/6/2020,-124.2,-19.9,5,115.14976499999999,-8.548769,POINT (115.149765 -8.548769)
241386,'5764608310153845163',12/6/2020,-120.2,-19.9,10,115.152855,-8.553522000000001,POINT (115.152855 -8.553522000000001)
241389,'5764608310153845199',12/6/2020,-125.67,-20.0,24,115.151482,-8.550127,POINT (115.151482 -8.550127)
241391,'5764608310153845228',12/6/2020,-125.36,-19.63,11,115.15251200000002,-8.550466,POINT (115.152512 -8.550466)
241393,'5764608310153845238',12/6/2020,-125.0,-20.0,3,115.152169,-8.549108,POINT (115.152169 -8.549108)
241416,'5764608310153845311',12/6/2020,-120.45,-20.0,11,115.155602,-8.556917,POINT (115.155602 -8.556917)
241417,'5764608310153845315',12/6/2020,-122.45,-19.99,108,115.15354199999999,-8.556238,POINT (115.153542 -8.556238)
241425,'5764608310153845331',12/6/2020,-123.5,-18.13,8,115.15354199999999,-8.55488,POINT (115.153542 -8.554880000000001)
241441,'5764608310153845379',12/6/2020,-121.25,-20.0,4,115.15628799999999,-8.558954,POINT (115.156288 -8.558954)
241447,'5764608310153845388',12/6/2020,-121.12,-20.0,8,115.156632,-8.558614,POINT (115.156632 -8.558614)
241449,'5764608310153845390',12/6/2020,-121.62,-16.19,8,115.156975,-8.558614,POINT (115.156975 -8.558614)
241459,'5764608310153845406',12/6/2020,-123.04,-19.31,108,115.156975,-8.557256,POINT (115.156975 -8.557256000000001)
241481,'5764608310153845438',12/6/2020,-128.0,-20.0,4,115.158348,-8.557256,POINT (115.158348 -8.557256000000001)
241484,'5764608310153845449',12/6/2020,-124.0,-20.0,2,115.156632,-8.556238,POINT (115.156632 -8.556238)
241492,'5764608310153845497',12/6/2020,-122.17,-19.75,12,115.158005,-8.55488,POINT (115.158005 -8.554880000000001)
241493,'5764608310153845501',12/6/2020,-125.0,-20.0,9,115.158005,-8.554200999999999,POINT (115.158005 -8.554200999999999)
241517,'5764608310153845587',12/6/2020,-123.95,-17.53,40,115.15354199999999,-8.549448,POINT (115.153542 -8.549448)
241528,'5764608310153845639',12/6/2020,-125.12,-19.99,65,115.15628799999999,-8.552843,POINT (115.156288 -8.552842999999999)
241534,'5764608310153845653',12/6/2020,-123.0,-18.88,8,115.15594499999999,-8.551485000000001,POINT (115.155945 -8.551485000000001)
241536,'5764608310153845657',12/6/2020,-121.24,-19.88,17,115.156632,-8.552164,POINT (115.156632 -8.552163999999999)
241545,'5764608310153845701',12/6/2020,-123.76,-19.62,74,115.15594499999999,-8.550127,POINT (115.155945 -8.550127)
241551,'5764608310153845715',12/6/2020,-121.44,-15.47,16,115.15628799999999,-8.549448,POINT (115.156288 -8.549448)
241558,'5764608310153845723',12/6/2020,-125.67,-19.89,9,115.156975,-8.549448,POINT (115.156975 -8.549448)
