Tile Id,Date,Serving Cell Average RSRP (All),Serving Cell Average RSRQ (All),Total MR Count,Longitude,Latitude,geometry
'5764608310153725407',2.02E+16,-121.46,-15.39,265,115.228,-8.68998,POINT (115.228386 -8.689978)
'5764608310153725443',2.02E+16,-121,-20,2,115.23,-8.70016,POINT (115.230446 -8.700158999999999)
'5764608310153725464',2.02E+16,-123.57,-15.24,108,115.231,-8.69914,POINT (115.23079 -8.699141000000001)
'5764608310153725739',2.02E+16,-120.75,-20,4,115.233,-8.69473,POINT (115.232506 -8.694728999999999)
'5764608310153725817',2.02E+16,-120.75,-20,4,115.232,-8.69066,POINT (115.232163 -8.690657)
'5764608310153725908',2.02E+16,-123.43,-19.93,7,115.233,-8.69032,POINT (115.232849 -8.690317)
'5764608310153726027',2.02E+16,-122,-20,2,115.237,-8.7083,POINT (115.236626 -8.708304)
'5764608310153726095',2.02E+16,-125.22,-20,9,115.239,-8.71034,POINT (115.239373 -8.710339999999999)
'5764608310153726140',2.02E+16,-123.5,-15.75,2,115.24,-8.70932,POINT (115.240403 -8.709322)
'5764608310153726150',2.02E+16,-122.14,-15.83,14,115.239,-8.70796,POINT (115.238686 -8.707965)
'5764608310153726192',2.02E+16,-120.78,-17.08,71,115.24,-8.70729,POINT (115.239716 -8.707286)
'5764608310153726369',2.02E+16,-120.22,-19.05,9,115.24,-8.70559,POINT (115.239716 -8.705589)
'5764608310153726388',2.02E+16,-122,-20,5,115.24,-8.70389,POINT (115.239716 -8.703892)
'5764608310153726474',2.02E+16,-125,-20,2,115.242,-8.71136,POINT (115.242119 -8.711358000000001)
'5764608310153726531',2.02E+16,-120.47,-15.3,17,115.241,-8.7083,POINT (115.241433 -8.708304)
'5764608310153726587',2.02E+16,-122.05,-14.69,18,115.243,-8.70695,POINT (115.243492 -8.706946)
'5764608310153726651',2.02E+16,-121.88,-19.31,8,115.246,-8.70966,POINT (115.246239 -8.709661000000001)
'5764608310153726665',2.02E+16,-122.71,-19,7,115.245,-8.7083,POINT (115.244522 -8.708304)
'5764608310153726709',2.02E+16,-122.67,-20,3,115.245,-8.70627,POINT (115.245209 -8.706268)
'5764608310153726713',2.02E+16,-128.33,-17.83,3,115.246,-8.70695,POINT (115.245896 -8.706946)
'5764608310153726717',2.02E+16,-123,-19.5,5,115.246,-8.70627,POINT (115.245896 -8.706268)
'5764608310153726741',2.02E+16,-120.88,-19.9,78,115.241,-8.70355,POINT (115.241089 -8.703552999999999)
'5764608310153726792',2.02E+16,-121.59,-19.99,141,115.242,-8.70321,POINT (115.241776 -8.703213)
'5764608310153726875',2.02E+16,-126.67,-20,6,115.245,-8.70423,POINT (115.244866 -8.704232000000001)
'5764608310153726883',2.02E+16,-122.63,-17.32,160,115.246,-8.70559,POINT (115.245552 -8.705589)
'5764608310153726899',2.02E+16,-123.33,-16.58,6,115.246,-8.70423,POINT (115.245552 -8.704232000000001)
'5764608310153726911',2.02E+16,-122.41,-19.14,22,115.246,-8.70355,POINT (115.246239 -8.703552999999999)
'5764608310153726922',2.02E+16,-121.2,-19.6,5,115.245,-8.70321,POINT (115.244866 -8.703213)
'5764608310153726924',2.02E+16,-121.7,-20,10,115.245,-8.70253,POINT (115.244522 -8.702535000000001)
'5764608310153726939',2.02E+16,-126.5,-20,2,115.245,-8.70152,POINT (115.244866 -8.701516999999999)
'5764608310153726945',2.02E+16,-123,-20,8,115.245,-8.70287,POINT (115.245209 -8.702874000000001)
'5764608310153726973',2.02E+16,-123.87,-19.74,23,115.246,-8.70084,POINT (115.245896 -8.700838000000001)
'5764608310153726985',2.02E+16,-125.53,-15.17,15,115.236,-8.70016,POINT (115.236283 -8.700158999999999)
'5764608310153727034',2.02E+16,-122.09,-19.73,11,115.238,-8.69914,POINT (115.237999 -8.699141000000001)
'5764608310153727074',2.02E+16,-124.29,-16.84,114,115.237,-8.69778,POINT (115.237313 -8.697782999999999)
'5764608310153727092',2.02E+16,-130.75,-15.62,12,115.237,-8.69575,POINT (115.236969 -8.695747000000001)
'5764608310153727180',2.02E+16,-124,-17,14,115.239,-8.69711,POINT (115.239029 -8.697105000000001)
'5764608310153727270',2.02E+16,-120.83,-14.22,29,115.237,-8.69439,POINT (115.237313 -8.69439)
'5764608310153727290',2.02E+16,-126.12,-17,8,115.238,-8.69371,POINT (115.237999 -8.693711)
'5764608310153727363',2.02E+16,-127,-20,3,115.239,-8.69473,POINT (115.238686 -8.694728999999999)
'5764608310153727455',2.02E+16,-130.25,-16.38,4,115.239,-8.68998,POINT (115.239373 -8.689978)
'5764608310153727473',2.02E+16,-120.62,-18.89,13,115.24,-8.69066,POINT (115.239716 -8.690657)
'5764608310153727623',2.02E+16,-122.35,-20,17,115.244,-8.69948,POINT (115.244179 -8.699479999999999)
'5764608310153727635',2.02E+16,-123,-20,2,115.244,-8.6988,POINT (115.244179 -8.698802000000001)
'5764608310153727646',2.02E+16,-121.09,-18.43,21,115.245,-8.69846,POINT (115.244866 -8.698461999999999)
'5764608310153727649',2.02E+16,-123.33,-16.04,27,115.245,-8.70016,POINT (115.245209 -8.700158999999999)
'5764608310153727653',2.02E+16,-123.42,-15.65,95,115.245,-8.69948,POINT (115.245209 -8.699479999999999)
'5764608310153727663',2.02E+16,-120.33,-18.37,12,115.246,-8.69948,POINT (115.246239 -8.699479999999999)
'5764608310153727664',2.02E+16,-121.66,-15.85,53,115.245,-8.69914,POINT (115.245209 -8.699141000000001)
'5764608310153727666',2.02E+16,-120.37,-13.5,19,115.246,-8.69914,POINT (115.245552 -8.699141000000001)
'5764608310153727671',2.02E+16,-121.67,-17.92,6,115.246,-8.69812,POINT (115.245552 -8.698122999999999)
'5764608310153727694',2.02E+16,-121.73,-19.95,11,115.245,-8.69711,POINT (115.244866 -8.697105000000001)
'5764608310153727709',2.02E+16,-120.06,-19.14,31,115.245,-8.69541,POINT (115.244522 -8.695408)
'5764608310153727716',2.02E+16,-126.5,-18.5,2,115.245,-8.69711,POINT (115.245209 -8.697105000000001)
'5764608310153727724',2.02E+16,-120.25,-14.88,8,115.246,-8.69711,POINT (115.245896 -8.697105000000001)
'5764608310153727735',2.02E+16,-127.33,-18.33,3,115.246,-8.69541,POINT (115.245552 -8.695408)
'5764608310153727737',2.02E+16,-122.75,-18.71,12,115.246,-8.69609,POINT (115.245896 -8.696087)
'5764608310153727740',2.02E+16,-123.5,-20,2,115.246,-8.69575,POINT (115.245896 -8.695747000000001)
'5764608310153727741',2.02E+16,-123.86,-15.64,7,115.246,-8.69541,POINT (115.245896 -8.695408)
'5764608310153727743',2.02E+16,-122.35,-18.56,68,115.246,-8.69541,POINT (115.246239 -8.695408)
'5764608310153727823',2.02E+16,-125,-20,4,115.242,-8.69134,POINT (115.242119 -8.691335)
'5764608310153727873',2.02E+16,-123,-16.54,12,115.244,-8.69473,POINT (115.243836 -8.694728999999999)
'5764608310153727926',2.02E+16,-123,-17,1,115.246,-8.69303,POINT (115.245552 -8.693032000000001)
'5764608310153728015',2.02E+16,-121,-20,2,115.226,-8.68862,POINT (115.22564 -8.68862)
'5764608310153728076',2.02E+16,-124,-20,7,115.225,-8.68624,POINT (115.225296 -8.686245)
'5764608310153728145',2.02E+16,-129.34,-17,6,115.227,-8.68794,POINT (115.227356 -8.687941)
'5764608310153728172',2.02E+16,-120.17,-19.5,6,115.229,-8.68896,POINT (115.229416 -8.68896)
'5764608310153728198',2.02E+16,-123.25,-15.12,4,115.228,-8.68624,POINT (115.2277 -8.686245)
'5764608310153728217',2.02E+16,-120.71,-19.93,7,115.228,-8.68523,POINT (115.228043 -8.685226)
'5764608310153728232',2.02E+16,-128,-20,2,115.229,-8.68692,POINT (115.229416 -8.686923)
'5764608310153728271',2.02E+16,-122,-20,3,115.226,-8.68319,POINT (115.22564 -8.68319)
'5764608310153728288',2.02E+16,-124.1,-19.29,21,115.226,-8.68421,POINT (115.225983 -8.684208)
'5764608310153728374',2.02E+16,-124,-16.98,21,115.226,-8.67946,POINT (115.226326 -8.679457000000001)
'5764608310153728375',2.02E+16,-120.22,-16.56,1787,115.226,-8.67912,POINT (115.226326 -8.679117)
'5764608310153728382',2.02E+16,-120.38,-14.24,503,115.227,-8.67946,POINT (115.227013 -8.679457000000001)
'5764608310153728452',2.02E+16,-120.7,-20,10,115.227,-8.68081,POINT (115.227356 -8.680814)
'5764608310153728474',2.02E+16,-122.04,-15.68,239,115.228,-8.68014,POINT (115.228386 -8.680135999999999)
'5764608310153728475',2.02E+16,-122.87,-19.3,23,115.228,-8.6798,POINT (115.228386 -8.679796000000001)
'5764608310153728552',2.02E+16,-121.55,-19.11,22,115.232,-8.68964,POINT (115.232163 -8.689638)
'5764608310153728589',2.02E+16,-124.5,-18.33,6,115.231,-8.68591,POINT (115.23079 -8.685905)
'5764608310153728592',2.02E+16,-123.71,-18.36,7,115.23,-8.68557,POINT (115.230103 -8.685566)
'5764608310153728599',2.02E+16,-120.89,-18.94,9,115.23,-8.68455,POINT (115.230446 -8.684547999999999)
'5764608310153728607',2.02E+16,-121,-20,9,115.231,-8.68455,POINT (115.231133 -8.684547999999999)
'5764608310153728614',2.02E+16,-120.3,-14.9,10,115.232,-8.68624,POINT (115.231819 -8.686245)
'5764608310153728781',2.02E+16,-120.27,-19.95,11,115.231,-8.68319,POINT (115.23079 -8.68319)
'5764608310153728782',2.02E+16,-122.43,-19.93,7,115.231,-8.68353,POINT (115.231133 -8.683529)
'5764608310153728822',2.02E+16,-123.33,-20,3,115.232,-8.68217,POINT (115.231819 -8.682172)
'5764608310153728823',2.02E+16,-123,-20,3,115.232,-8.68183,POINT (115.231819 -8.681833000000001)
'5764608310153728838',2.02E+16,-122.77,-15.55,31,115.23,-8.68081,POINT (115.230446 -8.680814)
'5764608310153728852',2.02E+16,-124.94,-15.02,83,115.23,-8.67946,POINT (115.230103 -8.679457000000001)
'5764608310153728905',2.02E+16,-126,-19.5,4,115.234,-8.68387,POINT (115.233536 -8.683869)
'5764608310153728929',2.02E+16,-122,-17,3,115.234,-8.68387,POINT (115.234223 -8.683869)
'5764608310153728953',2.02E+16,-122.16,-16.05,32,115.235,-8.68251,POINT (115.234909 -8.682511)
'5764608310153729072',2.02E+16,-121.23,-16.41,96,115.226,-8.67742,POINT (115.225983 -8.67742)
'5764608310153729075',2.02E+16,-121.96,-19.32,174,115.226,-8.67708,POINT (115.226326 -8.677080999999999)
'5764608310153729178',2.02E+16,-122.88,-15.53,204,115.228,-8.67742,POINT (115.228386 -8.67742)
'5764608310153729200',2.02E+16,-122.36,-19.36,14,115.229,-8.67742,POINT (115.22873 -8.67742)
'5764608310153729203',2.02E+16,-122.62,-19.68,47,115.229,-8.67708,POINT (115.229073 -8.677080999999999)
'5764608310153729211',2.02E+16,-122.86,-14.57,7,115.23,-8.67708,POINT (115.22976 -8.677080999999999)
'5764608310153729244',2.02E+16,-120.06,-18.38,148,115.228,-8.67403,POINT (115.228043 -8.674027000000001)
'5764608310153729277',2.02E+16,-122.12,-16.56,17,115.229,-8.67369,POINT (115.229416 -8.673686999999999)
'5764608310153729558',2.02E+16,-122.25,-19.44,8,115.23,-8.67674,POINT (115.230446 -8.676741999999999)
'5764608310153729577',2.02E+16,-126.57,-20,7,115.232,-8.67844,POINT (115.232163 -8.678438999999999)
'5764608310153729605',2.02E+16,-120.22,-12.4,106,115.23,-8.67504,POINT (115.230103 -8.675044999999999)
'5764608310153729611',2.02E+16,-126.07,-17.72,45,115.231,-8.67572,POINT (115.231133 -8.675723)
'5764608310153729632',2.02E+16,-127,-20,4,115.231,-8.67606,POINT (115.231476 -8.676063000000001)
'5764608310153729685',2.02E+16,-120.71,-13.21,17,115.233,-8.6764,POINT (115.232849 -8.676402000000001)
'5764608310153729698',2.02E+16,-120.83,-18.33,23,115.235,-8.67878,POINT (115.234566 -8.678777999999999)
'5764608310153729705',2.02E+16,-121.79,-18.02,24,115.235,-8.67844,POINT (115.234909 -8.678438999999999)
'5764608310153729717',2.02E+16,-125,-17.4,5,115.234,-8.6764,POINT (115.234223 -8.676402000000001)
'5764608310153729740',2.02E+16,-120.28,-19.79,7,115.234,-8.67538,POINT (115.233536 -8.675383999999999)
'5764608310153729769',2.02E+16,-121.5,-15.88,12,115.235,-8.67572,POINT (115.234909 -8.675723)
'5764608310153730123',2.02E+16,-121,-20,5,115.237,-8.68658,POINT (115.236626 -8.686584)
'5764608310153730193',2.02E+16,-123.83,-19.67,6,115.238,-8.68794,POINT (115.238343 -8.687941)
'5764608310153730205',2.02E+16,-127.4,-19.2,5,115.239,-8.68726,POINT (115.239029 -8.687263)
'5764608310153730219',2.02E+16,-121.04,-15.37,27,115.241,-8.6893,POINT (115.240746 -8.689299)
'5764608310153730306',2.02E+16,-122.82,-16.01,40,115.236,-8.68421,POINT (115.235939 -8.684208)
'5764608310153730316',2.02E+16,-121.25,-20,4,115.236,-8.68353,POINT (115.236283 -8.683529)
'5764608310153730335',2.02E+16,-126.1,-20,10,115.237,-8.68183,POINT (115.236626 -8.681833000000001)
'5764608310153730341',2.02E+16,-122.67,-20,6,115.237,-8.68319,POINT (115.236969 -8.68319)
'5764608310153730374',2.02E+16,-128.17,-19.92,6,115.236,-8.68081,POINT (115.235939 -8.680814)
'5764608310153730406',2.02E+16,-121.15,-19,7,115.237,-8.68081,POINT (115.237313 -8.680814)
'5764608310153730412',2.02E+16,-122.33,-20,3,115.238,-8.68081,POINT (115.237656 -8.680814)
'5764608310153730448',2.02E+16,-123.67,-16.28,9,115.238,-8.68285,POINT (115.238343 -8.682850999999999)
'5764608310153730493',2.02E+16,-120.7,-16.4,10,115.24,-8.68183,POINT (115.240403 -8.681833000000001)
'5764608310153730502',2.02E+16,-130.6,-20,5,115.239,-8.68081,POINT (115.238686 -8.680814)
'5764608310153730521',2.02E+16,-122,-16.75,4,115.239,-8.6798,POINT (115.239029 -8.679796000000001)
'5764608310153730524',2.02E+16,-122,-18.12,4,115.239,-8.67946,POINT (115.239029 -8.679457000000001)
'5764608310153730527',2.02E+16,-120.43,-18,7,115.239,-8.67912,POINT (115.239373 -8.679117)
'5764608310153730741',2.02E+16,-125.67,-16.75,6,115.245,-8.68726,POINT (115.245209 -8.687263)
'5764608310153730747',2.02E+16,-120.24,-15.97,136,115.246,-8.68794,POINT (115.246239 -8.687941)
'5764608310153730779',2.02E+16,-123.04,-19.46,30,115.245,-8.68523,POINT (115.244866 -8.685226)
'5764608310153730787',2.02E+16,-121.36,-18.14,22,115.246,-8.68658,POINT (115.245552 -8.686584)
'5764608310153730841',2.02E+16,-121.08,-19.06,24,115.242,-8.68251,POINT (115.241776 -8.682511)
'5764608310153730865',2.02E+16,-123.83,-18.75,6,115.242,-8.68251,POINT (115.242462 -8.682511)
'5764608310153730936',2.02E+16,-121.2,-19.8,5,115.243,-8.68014,POINT (115.243149 -8.680135999999999)
'5764608310153730958',2.02E+16,-122.75,-18.37,8,115.245,-8.68353,POINT (115.244866 -8.683529)
'5764608310153730989',2.02E+16,-122.55,-19.83,9,115.246,-8.68319,POINT (115.245896 -8.68319)
'5764608310153731027',2.02E+16,-120.69,-19.37,103,115.244,-8.6798,POINT (115.244179 -8.679796000000001)
'5764608310153731092',2.02E+16,-120.62,-18.94,8,115.236,-8.67674,POINT (115.235596 -8.676741999999999)
'5764608310153731102',2.02E+16,-121.51,-14.96,548,115.237,-8.67674,POINT (115.236626 -8.676741999999999)
'5764608310153731126',2.02E+16,-124.9,-16.4,10,115.237,-8.67674,POINT (115.237313 -8.676741999999999)
'5764608310153731131',2.02E+16,-121.05,-18.35,19,115.238,-8.67708,POINT (115.237999 -8.677080999999999)
'5764608310153731156',2.02E+16,-121.93,-20,15,115.236,-8.67403,POINT (115.235596 -8.674027000000001)
'5764608310153731162',2.02E+16,-120.23,-12.58,208,115.237,-8.6747,POINT (115.236626 -8.674704999999999)
'5764608310153731169',2.02E+16,-120.27,-18.74,103,115.237,-8.67572,POINT (115.236969 -8.675723)
'5764608310153731174',2.02E+16,-120.15,-15.19,178,115.237,-8.67538,POINT (115.237313 -8.675383999999999)
'5764608310153731175',2.02E+16,-120.75,-18.81,145,115.237,-8.67504,POINT (115.237313 -8.675044999999999)
'5764608310153731178',2.02E+16,-122.03,-19.59,29,115.238,-8.67606,POINT (115.237999 -8.676063000000001)
'5764608310153731184',2.02E+16,-123.29,-15.79,17,115.237,-8.6747,POINT (115.236969 -8.674704999999999)
'5764608310153731189',2.02E+16,-120.36,-11.51,2610,115.237,-8.67369,POINT (115.236969 -8.673686999999999)
'5764608310153731208',2.02E+16,-124.67,-20,3,115.239,-8.67878,POINT (115.239029 -8.678777999999999)
'5764608310153731226',2.02E+16,-124,-20,5,115.239,-8.67742,POINT (115.239373 -8.67742)
'5764608310153731242',2.02E+16,-122.27,-18.32,11,115.241,-8.67878,POINT (115.240746 -8.678777999999999)
'5764608310153731263',2.02E+16,-124.6,-18.65,30,115.241,-8.6764,POINT (115.240746 -8.676402000000001)
'5764608310153731274',2.02E+16,-122.07,-16.46,14,115.239,-8.67606,POINT (115.239373 -8.676063000000001)
'5764608310153731278',2.02E+16,-120.07,-12.17,193,115.239,-8.67538,POINT (115.239373 -8.675383999999999)
'5764608310153731305',2.02E+16,-124.67,-19.17,3,115.24,-8.67572,POINT (115.240403 -8.675723)
'5764608310153731366',2.02E+16,-120.81,-11.79,7315,115.237,-8.67267,POINT (115.237313 -8.672669000000001)
'5764608310153731586',2.02E+16,-122.33,-17.5,3,115.241,-8.67878,POINT (115.241433 -8.678777999999999)
'5764608310153731596',2.02E+16,-120.6,-16.2,5,115.242,-8.6781,POINT (115.241776 -8.678099000000001)
'5764608310153731666',2.02E+16,-122.09,-19.68,11,115.241,-8.6747,POINT (115.241433 -8.674704999999999)
'5764608310153731675',2.02E+16,-121.2,-16.14,163,115.242,-8.67437,POINT (115.242119 -8.674366000000001)
'5764608310153731741',2.02E+16,-125.87,-15.12,16,115.245,-8.6764,POINT (115.244522 -8.676402000000001)
'5764608310153731744',2.02E+16,-122.67,-20,6,115.245,-8.67878,POINT (115.245209 -8.678777999999999)
'5764608310153731750',2.02E+16,-126.06,-19,16,115.246,-8.6781,POINT (115.245552 -8.678099000000001)
'5764608310153731822',2.02E+16,-124,-18.33,3,115.246,-8.67538,POINT (115.246239 -8.675383999999999)
'5764608310153731839',2.02E+16,-131,-19.5,3,115.246,-8.67369,POINT (115.246239 -8.673686999999999)
'5764608310153732022',2.02E+16,-123.12,-19.27,32,115.246,-8.67131,POINT (115.245552 -8.671310999999999)
'5764608310153732118',2.02E+16,-120.93,-20,15,115.247,-8.70932,POINT (115.246926 -8.709322)
'5764608310153732119',2.02E+16,-123.07,-18.21,14,115.247,-8.70898,POINT (115.246926 -8.708983)
'5764608310153732168',2.02E+16,-128,-20,4,115.247,-8.70864,POINT (115.247269 -8.708642999999999)
'5764608310153732169',2.02E+16,-120.09,-17.86,90,115.247,-8.7083,POINT (115.247269 -8.708304)
'5764608310153732171',2.02E+16,-121,-19.25,2,115.248,-8.7083,POINT (115.247612 -8.708304)
'5764608310153732192',2.02E+16,-122.4,-15.62,25,115.248,-8.70864,POINT (115.247956 -8.708642999999999)
'5764608310153732194',2.02E+16,-121.53,-19.55,19,115.248,-8.70864,POINT (115.248299 -8.708642999999999)
'5764608310153732198',2.02E+16,-123.05,-17.73,19,115.248,-8.70796,POINT (115.248299 -8.707965)
'5764608310153732222',2.02E+16,-127.25,-17.33,12,115.249,-8.70661,POINT (115.248986 -8.706607)
'5764608310153732228',2.02E+16,-123,-20,4,115.249,-8.71068,POINT (115.249329 -8.710678999999999)
'5764608310153732250',2.02E+16,-120.62,-18.34,34,115.25,-8.71,POINT (115.250359 -8.710001)
'5764608310153732313',2.02E+16,-122,-20,1,115.25,-8.70695,POINT (115.250016 -8.706946)
'5764608310153732323',2.02E+16,-120.68,-16.9,22,115.251,-8.7083,POINT (115.251046 -8.708304)
'5764608310153732354',2.02E+16,-121.01,-15.49,153,115.247,-8.70593,POINT (115.246926 -8.705928)
'5764608310153732360',2.02E+16,-124.81,-19.35,65,115.247,-8.70593,POINT (115.247269 -8.705928)
'5764608310153732369',2.02E+16,-122.23,-14.21,53,115.247,-8.70423,POINT (115.246582 -8.704232000000001)
'5764608310153732383',2.02E+16,-122.75,-19.94,8,115.248,-8.70355,POINT (115.247612 -8.703552999999999)
'5764608310153732389',2.02E+16,-120.83,-19.96,12,115.248,-8.70491,POINT (115.247956 -8.70491)
'5764608310153732396',2.02E+16,-124.11,-18.26,166,115.249,-8.70525,POINT (115.248642 -8.705249999999999)
'5764608310153732399',2.02E+16,-126,-18.67,3,115.249,-8.70491,POINT (115.248986 -8.70491)
'5764608310153732453',2.02E+16,-129.17,-19.92,6,115.248,-8.70219,POINT (115.247956 -8.702195)
'5764608310153732455',2.02E+16,-123.2,-18.7,5,115.248,-8.70219,POINT (115.248299 -8.702195)
'5764608310153732480',2.02E+16,-121.79,-14.39,110,115.249,-8.70593,POINT (115.249329 -8.705928)
'5764608310153732483',2.02E+16,-120.06,-16.36,437,115.25,-8.70559,POINT (115.249672 -8.705589)
'5764608310153732523',2.02E+16,-120.25,-16.94,1153,115.252,-8.70559,POINT (115.251732 -8.705589)
'5764608310153732597',2.02E+16,-121.09,-13.23,33,115.251,-8.70084,POINT (115.250702 -8.700838000000001)
'5764608310153732604',2.02E+16,-121.14,-17.82,14,115.251,-8.70118,POINT (115.251389 -8.701177000000001)
'5764608310153732611',2.02E+16,-122.36,-16.8,28,115.252,-8.71102,POINT (115.252419 -8.711019)
'5764608310153732633',2.02E+16,-123.18,-12.91,45,115.253,-8.70966,POINT (115.252762 -8.709661000000001)
'5764608310153732651',2.02E+16,-122.04,-13.15,279,115.254,-8.71102,POINT (115.254479 -8.711019)
'5764608310153732659',2.02E+16,-121.48,-19.07,44,115.254,-8.70966,POINT (115.253792 -8.709661000000001)
'5764608310153732679',2.02E+16,-128,-20,2,115.252,-8.70763,POINT (115.252419 -8.707625)
'5764608310153732738',2.02E+16,-121.83,-13.21,12,115.255,-8.71136,POINT (115.255165 -8.711358000000001)
'5764608310153732791',2.02E+16,-120.08,-16.1,271,115.257,-8.70898,POINT (115.256539 -8.708983)
'5764608310153732830',2.02E+16,-121.17,-18.11,105,115.256,-8.70661,POINT (115.255852 -8.706607)
'5764608310153733129',2.02E+16,-121.54,-14.67,424,115.247,-8.70016,POINT (115.247269 -8.700158999999999)
'5764608310153733132',2.02E+16,-121.83,-15.92,6,115.247,-8.69982,POINT (115.247269 -8.699819999999999)
'5764608310153733151',2.02E+16,-121.46,-16.03,156,115.248,-8.69812,POINT (115.247612 -8.698122999999999)
'5764608310153733153',2.02E+16,-120.4,-19.6,5,115.248,-8.70016,POINT (115.247956 -8.700158999999999)
'5764608310153733175',2.02E+16,-120.55,-14.67,141,115.248,-8.69812,POINT (115.248299 -8.698122999999999)
'5764608310153733190',2.02E+16,-121.81,-15.63,26,115.247,-8.69711,POINT (115.246926 -8.697105000000001)
'5764608310153733204',2.02E+16,-128.25,-17.38,4,115.247,-8.69575,POINT (115.246582 -8.695747000000001)
'5764608310153733222',2.02E+16,-122.75,-18.13,4,115.248,-8.69711,POINT (115.248299 -8.697105000000001)
'5764608310153733231',2.02E+16,-122.5,-16.07,196,115.249,-8.69676,POINT (115.248986 -8.696764999999999)
'5764608310153733242',2.02E+16,-125.67,-15.95,27,115.249,-8.69643,POINT (115.248986 -8.696425999999999)
'5764608310153733247',2.02E+16,-122.22,-17.21,787,115.249,-8.69541,POINT (115.248986 -8.695408)
'5764608310153733274',2.02E+16,-120.67,-19.75,6,115.25,-8.69914,POINT (115.250359 -8.699141000000001)
'5764608310153733279',2.02E+16,-129.34,-17.22,32,115.25,-8.69812,POINT (115.250359 -8.698122999999999)
'5764608310153733340',2.02E+16,-124.79,-13.79,43,115.25,-8.69575,POINT (115.250016 -8.695747000000001)
'5764608310153733343',2.02E+16,-121.74,-17.26,31,115.25,-8.69541,POINT (115.250359 -8.695408)
'5764608310153733354',2.02E+16,-124,-20,5,115.252,-8.69778,POINT (115.251732 -8.697782999999999)
'5764608310153733368',2.02E+16,-121.6,-13.8,5,115.251,-8.69643,POINT (115.251389 -8.696425999999999)
'5764608310153733369',2.02E+16,-120.77,-16.03,81,115.251,-8.69609,POINT (115.251389 -8.696087)
'5764608310153733376',2.02E+16,-128.25,-16.88,4,115.247,-8.69507,POINT (115.246582 -8.695067999999999)
'5764608310153733385',2.02E+16,-124.22,-17.33,32,115.247,-8.69473,POINT (115.247269 -8.694728999999999)
'5764608310153733387',2.02E+16,-120.55,-16.27,11,115.248,-8.69473,POINT (115.247612 -8.694728999999999)
'5764608310153733412',2.02E+16,-120.18,-13.15,27,115.248,-8.69439,POINT (115.247956 -8.69439)
'5764608310153733417',2.02E+16,-120.64,-18.18,22,115.249,-8.69473,POINT (115.248642 -8.694728999999999)
'5764608310153733433',2.02E+16,-125.25,-16.75,4,115.249,-8.69337,POINT (115.248642 -8.693372)
'5764608310153733436',2.02E+16,-121.7,-18,10,115.249,-8.69303,POINT (115.248642 -8.693032000000001)
'5764608310153733458',2.02E+16,-123.69,-17.02,22,115.247,-8.691,POINT (115.246926 -8.690996)
'5764608310153733478',2.02E+16,-120.75,-18,4,115.248,-8.69168,POINT (115.248299 -8.691675)
'5764608310153733485',2.02E+16,-122.75,-19.88,4,115.249,-8.69134,POINT (115.248642 -8.691335)
'5764608310153733486',2.02E+16,-120.06,-15.81,36,115.249,-8.69168,POINT (115.248986 -8.691675)
'5764608310153733496',2.02E+16,-120.43,-16.85,7,115.249,-8.691,POINT (115.248642 -8.690996)
'5764608310153733498',2.02E+16,-121.94,-15.59,17,115.249,-8.691,POINT (115.248986 -8.690996)
'5764608310153733517',2.02E+16,-124.93,-19.96,14,115.25,-8.69405,POINT (115.250016 -8.694050000000001)
'5764608310153733518',2.02E+16,-120.75,-15.44,8,115.25,-8.69439,POINT (115.250359 -8.69439)
'5764608310153733525',2.02E+16,-121.71,-18.82,17,115.249,-8.69269,POINT (115.249329 -8.692692999999998)
'5764608310153733536',2.02E+16,-120.71,-17.19,59,115.251,-8.69507,POINT (115.250702 -8.695067999999999)
'5764608310153733542',2.02E+16,-122.7,-16.82,17,115.251,-8.69439,POINT (115.251046 -8.69439)
'5764608310153733547',2.02E+16,-123.5,-14.25,2,115.252,-8.69473,POINT (115.251732 -8.694728999999999)
'5764608310153733549',2.02E+16,-122,-15,1,115.251,-8.69405,POINT (115.251389 -8.694050000000001)
'5764608310153733581',2.02E+16,-125.43,-18.21,14,115.25,-8.69134,POINT (115.250016 -8.691335)
'5764608310153733595',2.02E+16,-122.12,-15.74,86,115.25,-8.69066,POINT (115.250359 -8.690657)
'5764608310153733596',2.02E+16,-121.25,-14.81,603,115.25,-8.69032,POINT (115.250016 -8.690317)
'5764608310153733598',2.02E+16,-122.59,-15.19,331,115.25,-8.69032,POINT (115.250359 -8.690317)
'5764608310153733606',2.02E+16,-124.13,-16.31,101,115.251,-8.69168,POINT (115.251046 -8.691675)
'5764608310153733607',2.02E+16,-121.87,-17.28,47,115.251,-8.69134,POINT (115.251046 -8.691335)
'5764608310153733612',2.02E+16,-121.48,-15.22,23,115.251,-8.69168,POINT (115.251389 -8.691675)
'5764608310153733618',2.02E+16,-121.4,-16.18,20,115.251,-8.691,POINT (115.251046 -8.690996)
'5764608310153733620',2.02E+16,-120.89,-18.28,9,115.251,-8.69032,POINT (115.250702 -8.690317)
'5764608310153733624',2.02E+16,-120.39,-14.4,102,115.251,-8.691,POINT (115.251389 -8.690996)
'5764608310153733630',2.02E+16,-122.66,-16.61,9,115.252,-8.69032,POINT (115.251732 -8.690317)
'5764608310153733631',2.02E+16,-120.07,-14.65,109,115.252,-8.68998,POINT (115.251732 -8.689978)
